sentence_count,english_word,non_english_word,CC,DT-PDT,IN,JJ,JJR,JJS,MD,NN,NNS,NNP,NNPS,RB2,RBR,RBS,VB,VBD-VBN,VBG,VBP-VBZ,other_tags,word_count,td_idf,unique,score,essay_wo_stopwords
12,257,4,7,27,30,16,0,0,4,48,7,16,0,17,1,0,13,11,8,17,40,130,9.261068180697333,98,3.0,essay rough road ahead exceed posted speed limit many feature setting affect cyclist journey rusty water pump highway sign abandoned juice factory seemed make trip difficult already first author stumble along ramshackle shed surrounded several rusty pump corral hold lame mule anylous check pump well needed water find luck drink bitter tasting water hope droop little sun taunting telling make secondly pass large road sign reading rough road ahead exceed posted speed limit begin feel hopeless turn angst determination finish journey say sometimes life cruel notice speed limit @ num1 continues pedaling hard lastly author see lone building distance almost believe eye turn last hope water abandoned grape juice factory reflect irony position saying situation please sadist reading therefore feature setting affected reader highlighting negativity situation turn drive continue pedaling
11,154,6,7,22,15,9,0,2,0,33,6,5,0,6,0,0,2,18,5,8,22,75,7.006480553872937,57,2.0,essay exceed speed limit feature setting affected cyclist way one way affected temperature hot hot outside water stay cool problem need nice cool refreashing water stay hydrated another way hit fork road know way go saw one ramshackle shed several rusty pump corral hold lamest mule greeted sight troubling last least water pump working well got hand knee started pumping water cool tried drop two water tasted like battery acid feature setting affected cyclist journey
11,171,0,5,31,21,13,0,0,2,37,10,1,0,2,1,0,7,10,4,10,17,90,7.342024650670878,62,3.0,feature setting affect cyclist several way first rolling hill make hard pedal land flat road replaced short rolling hill show terrain changing difficult course one long crippling hill also show hill effect cyclist another feature setting desert high temperature caused cyclist become dehydrated trying keep balance dehydrated state could drop heatstroke show hot cyclist one final feature effect cyclist old abandoned factory sight boy refreshing glass juice make cyclist lose hope doubt survive hung head abandoned factory juice dream tell cyclist lost hope sight building feature setting negative affect cyclist
10,213,1,3,24,28,12,3,0,2,34,7,4,0,7,2,0,13,20,5,10,43,99,7.62584107293039,71,2.0,setting area cyclist biking effect make weaker since cyclist take long route desert longer period time extreme heat cause person suffer major dehydration know case cyclist say gathered pebble stuck mouth read sucking stone help take mind thirst @ caps1 saying cyclist put stone mouth get mind thirsty think @ caps1 explaining exactly dehydrated cyclist actually willing put filthy stone mouth help get dehydration pretty thirsty another thing effected thirsty cyclist got hard worked also feature setting since end trip met rough terrain exerted energy made sweat even made @ num1 dehydrated story explaining feature environment either make break
8,152,0,5,22,16,9,2,0,2,25,4,4,0,12,0,0,4,18,9,6,15,72,6.651181680862044,51,3.0,several feature setting affect cyclist one fact traveling hot day june growing realization could drop heatstroke gorgeous day june heat getting cyclist scared might get heatstroke terrain also ideal cyclist hot @ date1 noticed terrain changing flat road replaced short rolling hill cyclist tired hill making worse water bottle contained tantalizing sip cyclist running water quickly nowhere close get glitch setting affected cyclist extremely hot running water rough terrain setting cyclist favor
8,156,1,3,32,14,3,1,0,0,28,7,18,0,10,3,0,5,10,5,6,13,82,6.363363911988393,46,2.5,according essay rough road ahead exceed posted speed limit feature setting affect cyclist lot one way feature setting affect cyclist mountain make cyclist tired especially water go hill really wear cyclist causing lead dehydration faster feature setting affected sense also snake affected cyclist snake caused cyclist afraid added fact cyclist dehydrating another way feature setting affected cyclist welch grape juice factory factory caused cyclist even thirsty think dehydration even essay rough road ahead exceed posted speed limit feature setting affect cyclist lot
1,64,2,1,10,12,3,0,0,1,14,3,0,0,1,0,0,1,3,1,7,9,33,4.8366231955246235,27,1.0,fatures setting affect cyclist story character make seem like horrible weather example said wide ring dried sweat circled shirt one way setting affect cyclist almost like story imagton character going everything written detail
10,177,1,4,22,15,9,1,1,2,29,5,9,0,7,1,0,10,20,2,4,38,85,7.058805821960674,64,1.0,feature setting affect cyclist make hard get @ caps1 national park took advice old men take shortcut get wanted ride stopped town considered ghost town got welch grape juice factory abandoned year earlier becoming weak dehydrated thought would drop heatstroke end ride reached fish camp found water drink man asked going cyclist told man asked know best way get man much older old men gave cyclist advice cyclist told man yes sir good map man realized throughout setting journey would never accept advice old timer
2,77,1,2,9,8,5,0,0,0,14,4,5,0,2,0,0,1,10,2,2,14,36,4.739868047969928,27,1.0,essay exceed posted speed limit setting affected cyclist sense direction cyclist knew going get old men told short cut ruined sense direction taking dated direction old timer left porch since carter office setting affected cyclist essay
3,36,0,1,5,4,2,1,0,0,7,1,0,0,2,0,0,0,1,0,4,8,14,3.260252399921735,14,0.0,feature setting affected cyclist great deal say peace calmness motivates lot en stuff around
5,84,0,2,12,5,3,0,0,0,13,6,10,0,4,0,0,5,3,3,9,11,48,5.391006036249234,36,1.0,steep mountain rolling road jagged rock reason setting affected towards cyclist well cyclist need know going @ month1 happen example rough rough exceed posted speed limit setting lead lot change yes setting reveals lot guess describes cyclist @ month1 react also yes think setting affect cyclist whole story
2,67,1,1,13,7,3,0,0,0,12,5,1,0,1,0,0,5,4,0,5,11,33,4.828062966994462,28,1.0,l believe feature setting affect cyclist old guy story remember thing back used bot say book world iso fluid place thing change time cyclist find way try put together piece old guy gave
2,43,3,3,8,3,1,0,0,1,8,4,1,0,2,0,0,2,1,1,6,5,17,3.315978399637555,16,1.0,feature setting affect cyclist put sitting rain ride bike anther one sitting city nothing around tree river
6,89,3,2,9,12,8,0,0,1,13,3,2,0,5,0,0,5,14,1,3,16,43,5.688207675294875,39,2.0,feature setting affect cyclist way deal many thing like ex trouble flat road replaced short rolling hill next thing sign posted could ride @ num1 @ num2 made disappointed large snake blocked majority pavement front became dehydrated became sad hopless still energy feel
13,193,0,5,26,22,10,2,0,4,35,4,2,0,14,1,0,11,4,10,18,25,92,7.625168882919281,73,2.5,several feature setting greatly affect cyclist one feature desert biking heat desert june easily dehydrate someone exposed long time exercising running water effect even greater addition change terrain road surface would effect cyclist traveling flat road requires much le effort climbing hill road also rough biker work even harder push hill also mental effort tipping bike uneven surface finally building sight someone dehydrated water desperate find however nothing know nearby start lose hope lose hope try hard keep going lose strength considering thing negatively affecting cyclist amazing managed push reach source water
3,97,4,1,13,13,10,0,0,1,16,4,3,0,5,0,0,3,12,4,4,12,51,6.139075625337125,45,2.0,setting short story rough road ahead exceed posted speed limit joe kurmaskie troubling cyclist one ramshackleshed several rusty pump corral hold tamest mule greeted made troubled middle nowhere quote two mile next section ride noticed terrain changing flat road replaced short rolling hill show troubled go hill see setting influental cyclist
4,49,0,0,10,7,3,0,0,1,7,6,2,0,1,0,0,1,0,1,6,4,27,4.350922734964399,24,1.0,essay feature setting affect cyclist giving hope cyclist take direction old men porch direction seem incorrect first remains grape juice factory make seem like never find civilization
6,111,9,7,19,13,6,0,0,1,26,5,3,0,1,0,0,5,14,10,1,10,63,6.752524252020286,54,2.0,feature setting around cyclist affected point exauhstion dehydration cycllist exauhsted dehydrated tired thirsty beging wear setting went flat many ups down cyclist exlained change saying flat road replaced short rolling hill kurmaskie @ num1 cyclist idea presented find new challenge riding hill californian desert rollar coaster water supply thinning heat hill tiring beyond reason cyclist could hope blessing water refill shade puffy cloud
4,40,1,1,4,3,4,1,0,0,5,4,1,0,4,0,0,0,6,2,0,6,28,4.708233020960802,26,1.0,setting effected cyclist severly biking desert following outdated direction nearly got killed also came across several broken factory town causing dismay however came across last stop saved life
9,179,4,5,15,24,12,0,0,3,25,9,10,0,5,0,0,10,22,8,3,32,92,8.520155189824548,83,1.5,essay rough road ahead exceed posted speed limit cyclistis affected surrounding first man start reservoir camp ground confidence high ready continue adventure day went could find abondoned building began worry bit water running low come upon one ram shackled shed several rusty pump sign life realiced trip going rough environment risk death gave determination needed push forward although fearful death dehydration knew travelling high desert california june chance survival keep going man surroundings pushed keep biking found fish camp aware surroundings might given making desert cool pine rushing river yosemite would devastating
3,35,1,2,4,3,5,0,0,0,9,0,0,0,1,0,0,2,0,0,5,5,18,3.7071405159228874,16,1.0,setting affect rider hot wich make thirsty long road witch affect mind state last fact sight affect coral
7,177,5,3,28,22,5,1,0,2,38,5,13,0,9,1,0,6,14,6,10,19,94,7.435892502894744,67,2.5,feature setting affect cyclist change cyclist mood towards rider example essay rough road ahead exceed posted speed limit state one sight building car sructure kind began breaking ride clan distance could see horizon cyclist trouble riding since thirsty ride boring make ride seem large also make harder ride also essay state one ramshackle shed several rusty pump affeted cyclist seeing later realizing could drink water thirsty since running water cyclist notice welch grape juice factory bacames determined get conclusion cyclist essay rough road ahead joe kurmaskie cyclist mood towards ride strongly affected setting feature
6,60,0,0,4,6,4,0,0,0,8,1,0,0,0,1,0,3,11,5,0,17,28,4.867818462782429,27,1.0,setting affected cyclist many way going hill harder pedal hot summer day breaking getting dehydrated little bit water left said trying keep balance dehydrated state felt like giving
7,89,3,2,13,13,4,0,0,2,17,4,7,0,1,0,0,2,13,1,5,11,48,5.239195997271313,34,1.0,feature cyclist affected cyclist many way one heat example paragraph @ num1 say travelling high desert california june @ caps1 california called sunshine state infer hot another feature affected cyclist thought could get water hot tasted like battery acid said said paragraph @ num2 feature setting affected cyclist
6,82,3,2,11,11,4,0,0,2,11,3,1,0,1,0,0,3,18,0,1,17,29,3.2994771975661914,20,1.0,setting feature affected cyclist conflict conflict hot lost confict hot limited amount water could get anymoe lost heat cause people get thirsty limited water another conflict lost conflict needed
2,52,1,2,6,11,2,0,0,0,7,4,4,0,1,0,0,1,5,3,1,7,27,4.365301618844917,24,1.0,feature setting affect cyclist rode heat scorching desert california rode @ num1 mile bike get yosemite almost ran water journey kept going cool pine rushing river yosemite
7,183,2,6,21,32,11,0,0,1,31,6,2,0,5,0,0,7,14,4,13,33,87,8.006640482990887,72,2.5,many way cyclist affected throughout essay setting first enters short cut old men give confidenc arrives first town see like ghost town fret continues journey confidence got second stop lack water began set got hand knee working handle rusted water strength show work hard need water cyclist past another place hope water placed stone mouth heard helped get mind thirst lost hope travelling hot @ caps1 desert water found one lost drive saw store water though hot harsh setting created inspiration keep going push hard time survive
6,101,1,5,16,10,2,0,0,3,19,3,7,0,10,0,0,6,8,1,5,7,55,5.831712945543029,43,2.0,cyclist rough road ahead exceed posted speed limit greatly affected setting building people town anywhere emptiness meant help anyone could die anyone knowing also setting seems dry desert like condition without water cyclist would dehydrated could suffer heat stroke also setting seems hot heartt also make cyclist physically dehydrated mentally considers logic heat stroke time
4,83,6,2,8,8,3,0,0,0,15,4,0,0,5,0,0,3,14,1,5,21,35,4.608211318217811,30,3.0,feature setting greatly impacted cyclist heat animal terrain slowed throught journey heat slowed enough water keep boby moving normaly said slowed sneak around bite hill affected cyclist take lot energy go said see anything sight
15,223,8,4,34,27,27,0,1,1,49,10,12,0,5,0,0,7,30,5,2,20,129,7.997287114409503,83,2.5,arid bare rough terrain desert affected cyclist journey yosemite story rough road ahead exceed posted speed limit cyclist expedition hindered due many obstacle dryness huge problem journey traveling high desert california june kurmaskie @ num1 exert explain hot arid climate cycling climate decreased rate travel cyclist intended exert since cyclist riding desert many town present cyclist approach town abandoned one ramshackle shed several rusty pump corral hold lamest mule greeted @ num2 riding desert cyclist would wanted nice rest stop ghost town flat road replaced short rolling hill @ num1 cycling hour hot desert limited water enough challenge flat land replaced hill cyclist exhausted obstacle desert confronted rough terrain affected journey since rate reduced conclusion many factor negativly affected cyclist expedition yosemite dry bland hilly terrain desert hindered journey
4,103,5,8,12,11,5,1,0,8,18,4,1,0,6,1,0,10,3,3,7,11,54,6.1061667186958966,44,1.0,belive setting area affect mind put certin situation reading man cycling see one almost water cant se house person far see scary give te feeling helplessness would @ location1 go past car people street car would calmer could get water building along ride tempature would cold far would drink le go would changed mood
4,108,3,4,10,19,3,0,0,3,12,3,5,0,7,0,0,7,6,1,9,23,44,5.651379727846266,38,2.0,well story exceed posted speed limit @ person1 setting affect cant see thing mile running water sycological effect start panick like stoped old house came pump battery acid also know exactly also affect u know go turn back person feature around would lot effect
9,191,2,8,19,19,16,1,0,0,29,11,4,0,12,0,0,5,26,7,1,35,91,8.407993295631577,80,2.0,feature setting affect cyclist many way beginning essay happy getting shortcut followed device launched first light along shortcut slice away hour ride yosemite national park thought knew going chuckled checked water supply moved entered first town sight troubling got hand knee working handle rusted water pump strength beginning get worried run water next town eighteen mile road dehightrated state water bottle contained tantalizing sip saw building longer open got back bike thought changed upset expecting die saw store gary wilbers fish camp went drank cool water used map rather old guy
7,122,1,3,18,10,6,1,0,0,23,7,5,0,5,0,0,4,18,3,7,15,62,6.12659428153108,42,2.0,many feature setting affected cyclist one feature lack water made cyclist dehydrated think right also made cyclist le energy example eased past trying keep balance dehydrated state @ caps1 feature heat heat made cyclist thirsty sweaty example wiped sweat eye make sure mirage @ caps1 example hitting water bottle pretty regularly traveling high desert california june feature setting affected cyclist many way
8,165,5,5,21,16,12,1,0,0,27,5,10,0,9,1,0,4,25,5,1,28,81,6.946455113612327,60,3.0,essay rough road ahead exceed posted speed limit many feature setting affected cyclcist first feature affected cyclist desert terain hot tree provide shade affected cyclist got hot thirsty drank water usual secondly running water drinking usual conserve water making became dehydrated town past ghost town running fresh water extremely dissapointed also furthered dehydration cyclist losing hope found small bait shop got shade finnaly got water drink dissapointments found hope small bait shop gave strength mental boost continue journey yosemite national park
8,161,2,10,27,13,14,0,0,0,30,7,3,0,12,2,0,5,20,4,3,14,74,6.61496380505094,55,3.0,feature setting made cyclist journey even longer strenuous reason remote area help example people still lived remote area probably old cyclist grandparent direction horrible also fact new shop area rest cyclist go water pump found old nasty building saw abandoned also ther factor rough terrain froit cyclist already fatigued lack water tiredness terrain long bumpy horrible together finally last factor bicycling california @ caps1 summer day n c bike help feature affect cyclist journey
5,104,0,2,17,12,4,3,0,2,18,4,0,0,4,1,0,8,10,1,3,15,46,5.08676136572798,32,2.0,feature setting affect cyclist rougher terrain got cyclist strain make example terrain turned hill cyclist struggle climb hill caused use energy also terrain flat smooth cyclist le problem making long journey instance cyclist le strain would tired would drink much water conclusion feature setting affect cyclist
1,51,3,3,3,4,2,0,0,6,7,1,2,0,2,1,0,9,0,1,1,13,24,3.9567451185439326,19,1.0,know would faceing rider road @ month1 something bad might happen bike one bike wheel might fall bick would set tired go might give
2,69,5,7,10,8,5,0,2,2,12,4,1,0,3,0,0,8,0,2,2,8,33,4.710623621194699,29,1.0,setting sffects cyclist need comfort riding infrastructure around people best mood nice colun car beautiful sky ride like infrastructure must watch people car day streetsigns act thats outing feature setting would affect cyclsit
5,118,4,5,11,13,3,0,0,1,16,5,3,0,11,0,0,6,4,4,13,27,53,6.464423474244231,48,2.5,adventure cyclist setting developes character affect push give even feel helpless one example cyclist affected hitting water bottle pretty reguarly traveling high desert california june information observe harsh setting creates problem physicaly body need water extremely limited savor well issue create problem dehydration mentally think going die without water start panic lose control
2,10,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,4,1.9373330048505828,4,1.0,feature setting affected cyclist
6,145,7,0,19,18,8,0,0,2,25,7,12,0,6,0,1,4,12,2,9,33,79,7.273822472143807,65,2.5,rough road ahead exceed posted speed limit joe kurmaskie feature setting time disappoint tell feature setting disappointed every time got town get water text state got hand knee working handle rusty water pump like substance oozed followed @ num1 degree brackish water tasted like battery acid know setting disappoints see terrain cross well tell say point tumbleweed crossed path ridicuously large snake narrarator disappointed listened direction elder rather use map joe kurmaskie great job making one narrarator faced felt
4,82,2,0,12,7,9,0,0,0,13,6,0,0,3,0,0,3,14,1,3,13,41,4.6313518132357165,29,1.0,feature setting affect cyclist b c route cyclist taking rough road travel cyclist took bad advice old men left porch decade also got long journey began notice advice old men given bad bad advice cyclist headed yosemite gotten advice legible onwards
6,94,1,3,6,12,3,0,0,0,14,1,0,0,8,1,0,3,17,8,0,19,45,5.967851022648395,41,2.0,cyclist first set fine plenty water kept going sort got cause began come desert region hot ruunning water making dehydrated also seeing tumbleweed lack vegetation probably made even worse mentally maybe thinking never going get free saw fish bate shop though probably relieved going saved
3,71,0,3,9,7,7,1,0,4,7,3,0,0,1,0,0,5,3,2,8,11,27,4.240243807410982,21,1.0,many way cyclist affected one setting setting affect short smooth setting ride easy long bumpy rough road harder control bike mean cyclist job harden cyclist affected setting
6,102,2,4,13,13,4,1,0,1,16,4,2,0,6,1,0,4,13,1,3,19,42,4.939920947089648,31,2.0,cyclist ran rough setting way @ organization1 park first town came ghost town running water ran tambleweeds large snake front water rough road ahead came across juice factory one water know longer would came tp another town say feature setting affected cyclist
12,214,3,7,27,24,15,1,0,5,33,7,0,0,8,1,0,11,26,8,6,38,93,7.139751757937231,65,2.5,feature setting negative effect cyclist according old men cyclist would pas town took route told every town cyclist came deserted one sight building car structure kind town deserted cyclist water supply dwindling place could get water became dehydrated kept pushing find place fresh water trying keep balance dehydrated state found pebble thought sucking help slow dehydration thought would choke setting around also made negative thought really matter going die bird would pick clean setting hot deserted desert negative effect cyclist running water think effect setting would bad run water made effect much worse
5,58,2,2,11,6,1,0,0,1,9,2,0,0,1,1,0,2,7,1,6,10,29,4.403150263604138,24,1.0,feature setting affect cyclist one reason say ran water could dehidrate also looking water slowed dsown another reason say man gave wrong direction got lost confused setting affected cyclist
11,235,7,7,28,33,20,0,2,3,49,9,14,0,7,0,1,8,13,0,17,34,122,8.783844112740008,96,3.0,said experience good substitute @ caps1 instinct mean someone know deal environment survive even born animal instinct come territory however even experienced person overcome extreme weather condition live essay rough road ahead joe kurmaskie experienced cyclist decides take long difficult dangerous trip ride take long long desert path california limited water supply major element story listened old men went without water trip constant excersise extreme heat lack water dehydration hit fast common side effect dehydration hallucination cyclist knew say essay wiped sweat eye make sure mirage represents knowledge experience matter showed adapt environment experience similar story jack @ location2 @ caps2 fire man also pitted extreme nature vukor element still ovetook story represents man quest adventure also canstrant struggle survival people face
2,21,1,0,6,2,0,0,0,2,5,2,0,0,0,0,0,1,0,0,2,2,11,2.6201718403015355,9,1.0,feature setting affect cyclist energy setting turn irds hill every cyclist
4,52,0,0,8,7,4,0,0,0,8,1,0,0,0,0,1,2,5,0,2,14,20,3.891414909478012,19,1.0,feature setting affect cyclist fact strained hydrated state made unable operate full power efficiency deprived little energy begin setting affected
4,67,0,5,10,8,3,0,0,2,16,1,1,0,2,0,0,4,1,2,4,8,35,4.391996887475485,27,1.0,setting affect cyclist strongly desert heat water cause get dehydrated rolling hill rough terrain tire story say growing realization could drop heat stroke gorgeous day june show heat terrain could cause heat live heat stroke
4,85,0,2,12,13,2,0,0,2,14,1,0,0,5,0,0,5,9,2,3,15,37,5.0453837082213235,29,1.5,temperature place cyclist riding affected much temperature caused cyclist sweat affected would get thirsty eventually ran water example text say water bottle contained tantalizing sip go say could drop heat stroke showed affected thought going drop heat
2,32,1,2,5,3,2,0,0,0,6,1,0,0,2,0,0,1,5,1,0,5,16,3.646350879445688,16,1.0,feature setling affected cyclist harsh hot climate terrain author clearly wrote sun beating almost died dehydration
6,86,2,1,7,13,9,0,0,1,12,3,0,0,2,0,0,9,3,0,9,19,36,4.906961626490678,33,1.0,feature setting affect cyclist road rough right bike get flat tire know look dangerous posionous thing real bad accident prepared case find time would know night like example got real cold night need keep youself warm
5,82,0,2,13,9,7,0,0,1,10,3,10,0,6,0,0,2,8,2,3,6,39,4.6778371083249475,26,1.0,desert hill huge effect cyclist desert june must hot going hill hard road also rough say rough road ahead exceed posted speed limit also say traveling high desert california june cyclist thirsty hot weather think setting huge effect cyclist
5,94,4,5,9,18,6,0,0,1,19,1,3,0,3,1,0,2,14,5,1,10,50,6.039406663183856,45,1.5,cyclist condition greatly influenced setting lost high desert california june heat crippiled traveled search yosemite became lost ran water making situation worse lost seemingly middle nowhere hot heat became exausted dehydrated fearing heat stroke loss consicencess shown essay growing realization could drop heatstroke looked like going lose concisness last time
6,170,1,6,26,17,10,2,0,2,35,7,11,0,8,0,0,7,18,6,0,17,87,7.333615146352338,64,1.0,feature setting affected cyclist story exceed posted limit dangerous life cyclist traveling yosemite national park hot @ date1 cyclist traveled mile mile bike past deserted town place might thriving little spot ghost town terrain threatening twenty two mile cyclist overcome short rolling hill would use energy make thirst water even stronger cyclist water hot day helping grueling journey cyclist used strength go local bait shop drank sink trechorous environment exposed feature setting story exceed posted speed limit life threatening almost killed cyclist due lack water terrain overcome
6,68,4,2,12,4,4,0,0,0,15,4,1,0,5,0,0,1,9,5,2,8,40,4.699369624628491,32,2.0,feature setting effect cyclist teasing first rippling stream taunted thirst old faucet last welches grape factory strraing beginning stage simply provoking thirst came faucet faucet made relise dehydrated last abandoned welches grape juice factory almost abandon hope setting effecting mood
7,116,1,5,18,14,6,0,0,2,17,7,0,0,5,0,0,5,8,5,10,15,52,5.9466558298982095,41,2.0,feature setting affect cyclist story story say water bottle contained tantalizing sip could drop heatstroke statement clearly say cyclist riding water hard find scare talking die get water another example building around deserted one around many hill road story say terrain changing flat road replaced short rolling hill mean partially one go
9,135,1,3,27,14,6,1,0,2,30,2,6,0,6,0,0,6,5,5,12,12,71,6.601740803378012,54,2.0,story feature setting heavily affect cyclist certain feature portray journey yosemite national park dreadful time enjoyable would come along breeze jaunt word breezy show cyclist enjoy riding bike breeze another feature setting old dirty water cyclist drinking drying mouth even tar like substance oozed followed brackish water feeling show dirtyness water also setting show cyclist use survive say working handle rusted water pump strength @ caps1 feature portray sacrifice bravely cyclist
11,203,2,7,24,25,14,0,1,1,37,9,11,0,8,0,0,9,18,8,3,30,103,7.931019340875792,83,2.5,essay rough road ahead exceed posted speed limit setting greatly affect cyclist setting around cyclist led drink lot water dry condition traveling hish desert california june show likely hot sweaty source water near rough terrain also led using strength get hill get plant animal setting story led cyclist become dehydrated weak forced low supply water dodge numerous hazard sign living people near place might thrivins little spot one time say last world suggests ghost town people currently living nobody around help setting led deteriorating health physical health danger dehydration lack energy mind also starting ware shake head make sure seeing one part story
5,95,4,3,15,10,7,1,0,1,18,5,10,0,3,0,0,3,7,1,7,9,45,5.685840270828589,37,1.5,feature setting affect cyclist man lot water go california desert june another reason flat road changed rolling hill ahead sign said rough road ahead exceed posted speed limit speed limit @ num1 one thing make sure listen gentleman old ther porch decade thing affect cyclist
12,140,5,5,12,13,7,3,1,5,26,5,4,0,11,0,0,10,3,1,13,28,80,7.168434105067196,57,2.5,feature setting affect cyclist since affecting condition need water survive next town far away could possibly pas without brake hot temperature tried draper flavor battery acid kurmaskie @ num1 find water soon affect herb condition also feature setting affect determination know need find town work harder would conserve water go inward hour atleast inner spirit @ num1 would try hardest make smart move make town fast possible work harder since know without water life danger thing could get even rougher
5,83,6,1,11,8,6,0,0,1,15,6,6,0,2,1,0,2,7,7,7,9,49,4.594502298453796,28,1.0,cyclist journey rough road ahead joe kurmaskie expierences setting change road flat going short rolling hill he wrideing say road flat flat road replaced tell u road nice flat he rideing notice land change flat road replaced short rolling hill tell u cyclist trouble sence terrain changed land change
16,202,4,12,15,18,15,1,0,0,21,17,5,0,17,0,0,7,6,8,27,39,98,7.25521376242865,69,2.5,feature affect cyclist setting affect cyclist real hot take couple tip short cut old men come find tip really short cut riding angry took tip also running water becoming dehydrated see abonded place water order get need pump start pumping see black gunk pump @ num1 cool water cool come find water taste like battery acid start riding encounter snake luckily get away feel die regret listening men got porch since @ person1 president make angry seemed sure riding see juice factory go fishing store drink lot lot water also say never listening old men always use map
6,124,1,4,19,16,9,0,0,0,25,7,0,0,3,2,0,3,4,2,13,18,65,6.0422052868607015,51,2.0,author story go bike trip landscape around becomes le le welcoming first thing cyclist encounter rusty pump old shed cyclist try get water pump describes water hot cooling cyclist continues tumble weed look like diamond head snake cross path encounter building long time encounter building abandoned suggests people left landscape cyclist encounter another elderly man journy decides take advice path last set elderly men set
5,113,2,3,20,17,5,0,0,0,22,5,9,0,5,0,0,3,3,7,9,7,54,6.264913019376048,48,2.0,feature surrounding setting affect cyclist hi performance example essay rough road ahead exceed posted speed limit setting full hill twisting rising desending thing working energy cyclist also lack people town give cyclist hard depriving time finding water supply dehydrate third weather essay great deal affected cyclist hot desert california cyclist hydrated continue bike ride
2,62,2,3,5,10,5,0,0,1,10,4,2,0,4,0,0,3,2,0,5,11,32,4.923403070025968,30,1.0,feature setting affect cyclist many way ware heat lack water hill journey almost get dehydrated good supply water said taste like battery acid convince road anothe @ num1 mile could finally replenish
7,101,1,5,11,11,5,0,0,1,16,6,0,0,11,0,0,3,13,4,3,13,48,5.8997437902429155,41,1.0,feature setting affect cycleist hurting ability keep going story cyclist faced many setback problem first took advice old man date direction cyclist thought could keep going limited water supply cyclist getting dehydrated angry cyclist found old building raised hope drop found closed rundown finally find store dehydrates way
1,15,1,0,2,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,4,5,8,2.3976145153774846,8,1.0,think feature affect cyclist write bycles need con
6,128,1,4,14,17,11,0,0,0,17,4,9,0,11,0,0,5,7,2,10,18,62,6.606465740728805,53,2.0,story rough road ahead exceed posted speed limit joe kurmaskie cyclist long journey affected variety thing problem cyclist confident beginning moment feel really bad learns really good lesson eased past trying keep balance dehydrated state cyclist show really hard move without water quote show thirsty dehydrated several human cyclist also really bad time taste stone order make thirst go away one example
11,219,4,5,37,33,12,0,1,0,40,6,10,0,7,1,0,5,24,6,9,27,101,7.983139499074375,81,3.0,essay rough road ahead exceed posted speed limit cyclist confronted troubling setting journy yosemite led away steady road result taking mislead advice old group individual essay setting play crucial impact cyclist essay author set story describing day traveling high desert california june amount heat cyclist enduring became weary dehydrated alone cyclist work much harder man noticed flat road replaced short rolling hill setting major setback cyclist journy required persevere life numerous obstacle persevere one camping suddenly essay setting changed storm came though camper needed make best outof essay cyclist affected greatly setting experience setting affected situation perserverance led final satisfaction journey
3,40,0,0,9,5,1,0,0,0,6,5,0,0,1,0,0,0,1,2,5,5,17,3.3071492221772067,14,1.0,feature setting effect cyclist road bumpy thing effecting cyclist water road lot curved road always slows speed
5,63,2,3,12,9,2,1,0,0,11,3,0,0,2,0,0,1,2,2,9,8,31,4.506750551155665,24,1.0,story feature setting affect cyclist setting described rough terrain make harder cyclist travel also hot building people around also make hard cyclist run water throught story cyclist keep going end sarving
5,118,1,8,17,18,5,3,0,3,25,3,0,0,9,1,0,4,3,1,12,7,58,5.712275863047295,41,1.0,feature setting affect cyclist surrounding negative everything around cyclist percieved negatively naturally cyclist feel like task harder challenging really example nothing surrounding cyclist sand hot temperature since setting empty one around everything seems harder really also cyclist feel like go weak living around furthermore cyclist park sun shining people around sight attitude would change everything would seem easier
4,57,3,1,7,8,3,0,0,1,10,2,0,0,3,0,0,5,4,2,2,12,29,4.5990235002910325,26,2.0,fatures setting affected cyclist hard control hill bike rough road hotter making thisty running water also wasnt building sight could get anything drink also know go feature affected cyclist
6,114,5,6,15,10,14,0,0,0,30,3,7,0,3,0,0,3,6,5,5,16,71,7.201273457055327,59,2.0,setting affect cyclist many gruding harsh first lack civilization contributes uneasy feeling inability refill water bottle second heat uphill bottle taking tollon aplists physical mental strength third water bottle emptying alarming late due third relentless heat paragraph four die exospodent cyclist reach first town place @ month1 striving spell morning fit traditional definition ghost @ caps1 came house rusty water pump sped brackish near boiling water support porched cyclist physically mentally
1,14,0,0,3,3,1,0,0,0,3,1,0,0,1,0,0,0,0,0,2,0,8,2.5107910501592796,8,1.0,feature setting affect cyclist never accept travel advice
6,117,3,4,16,18,8,0,0,0,18,8,2,0,2,0,0,4,12,8,3,17,57,6.350885362124963,51,2.0,setting story affect cyclist negative way intrusted men asked direction knew talking direction mind traveled way destination find deserted town disowned factory hill high desert california june aspect cycalrst worn dehydrated saying read sucking stone help take mind thirst shaving deep name thirst finding place get drink stated overwhelming buy bait showing deep gratitude relief finding water
5,90,1,1,17,14,7,0,0,1,16,5,1,0,2,0,0,5,3,0,8,11,39,5.195222083629837,32,1.0,story exceed posted speed limit feature setting affect cyclist way one way harsh condition desert make need alot water resource heat exercise dehydrate evident story drink water desperate enough try drink old pump black sludge feature setting affected cyclist
